f_property_type,f_neighbourhood,n_days_since_rv,n_days_since_host,n_host_response_rate,n_host_acceptance_rate,n_host_total_listings_count,n_accommodates,n_bedrooms,n_beds,n_number_of_reviews,n_review_scores_rating,n_calculated_host_listings_count,n_reviews_per_month,n_bathrooms,d_superhost,d_profile_pic,d_identity_verified,d_instant_bookable,d_wifi,d_tv,d_refrigerator,d_air_conditioning,d_sound,d_baby,d_beach,d_stove,d_free_parking,d_paid_parking,price,id,neighbourhood_cleansed,property_type,ln_price,n_beds2,ln_bathrooms,ln_number_of_reviews,n_days_since_rv2,n_days_since_host2,n_days_since_host3,n_host_acceptance_rate2,n_host_response_rate2,ln_host_total_listings_count,n_bedrooms2,flag_days_since_rv,flag_review_scores_rating,flag_reviews_per_month,flag_number_of_reviews,flag_host_response_rate,flag_host_acceptance_rate
apartment,Ward 115,32,1740,99,95,22,2,0,1,1,100,21,0.91,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,895,46114653,Ward 115,apartment,6.796823718274855,1,0,0.6931471805599453,1024,3027600,5268024000,9025,9801,3.1354942159291497,0,0,0,0,0,0,0
apartment,Ward 23,17,2012,100,100,0,5,3,3,1,20,1,1,2,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1320,46128018,Ward 23,apartment,7.1853870155804165,9,0.6931471805599453,0.6931471805599453,289,4048144,8144865728,10000,10000,0,9,0,0,0,0,0,0
serviced_apartment,Ward 4,767,3048,100,100,11,2,1,2,0,97,10,0.54,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,675,46128366,Ward 4,serviced_apartment,6.51471269087253,4,0,0,588289,9290304,28316846592,10000,10000,2.4849066497880004,1,1,1,1,1,0,0
apartment,Ward 85,767,56,100,100,0,6,3,3,0,97,1,0.54,2.5,0,1,1,0,1,1,1,1,0,0,1,1,1,0,2800,46129520,Ward 85,apartment,7.937374696163295,9,0.9162907318741551,0,588289,3136,175616,10000,10000,0,9,1,1,1,1,0,0
apartment,Ward 54,40,2111,93,98,104,2,1,1,3,47,103,2.2,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,3466,46129775,Ward 54,apartment,8.150756470275551,1,0,1.3862943611198906,1600,4456321,9407293631,9604,8649,4.653960350157523,1,0,0,0,0,0,0
apartment,Ward 54,47,2111,93,98,104,3,2,2,4,70,103,2.5,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,3532,46130091,Ward 54,apartment,8.16961956172385,4,0,1.6094379124341003,2209,4456321,9407293631,9604,8649,4.653960350157523,4,0,0,0,0,0,0
apartment,Ward 54,38,2111,93,98,104,4,2,2,3,87,103,2.31,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,2809,46130265,Ward 54,apartment,7.940583827104244,4,0,1.3862943611198906,1444,4456321,9407293631,9604,8649,4.653960350157523,4,0,0,0,0,0,0
apartment,Ward 54,41,2111,93,98,104,4,2,2,1,80,103,0.71,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,3614,46131016,Ward 54,apartment,8.192570471152173,4,0,0.6931471805599453,1681,4456321,9407293631,9604,8649,4.653960350157523,4,0,0,0,0,0,0
apartment,Ward 115,767,1170,100,93,41,2,1,1,0,97,14,0.54,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1690,46131225,Ward 115,apartment,7.432483807917119,1,0,0,588289,1368900,1601613000,8649,10000,3.7376696182833684,1,1,1,1,1,0,0
apartment,Ward 115,767,1214,83,50,1,3,3,3,0,97,1,0.54,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,755,46132667,Ward 115,apartment,6.626717749249025,9,0,0,588289,1473796,1789188344,2500,6889,0.6931471805599453,9,1,1,1,1,0,0
apartment,Ward 115,54,77,90,100,1,2,0,1,3,73,2,1.64,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,754,46133276,Ward 115,apartment,6.625392368007956,1,0,1.3862943611198906,2916,5929,456533,10000,8100,0.6931471805599453,0,0,0,0,0,0,0
apartment,Ward 115,24,1745,100,99,62,2,1,1,1,40,9,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1429,46136041,Ward 115,apartment,7.264730177929867,1,0,0.6931471805599453,576,3045025,5313568625,9801,10000,4.143134726391533,1,0,0,0,0,0,0
apartment,Ward 115,30,1745,100,99,62,2,1,1,1,100,9,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1062,46137366,Ward 115,apartment,6.967909201801884,1,0,0.6931471805599453,900,3045025,5313568625,9801,10000,4.143134726391533,1,0,0,0,0,0,0
apartment,Ward 21,49,326,100,71,0,2,1,2,3,100,2,1.8,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,300,46145696,Ward 21,apartment,5.703782474656201,4,0,1.3862943611198906,2401,106276,34645976,5041,10000,0,1,0,0,0,0,0,0
apartment,Ward 70,25,55,100,80,1,4,2,2,1,100,2,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,650,46145935,Ward 70,apartment,6.476972362889683,4,0,0.6931471805599453,625,3025,166375,6400,10000,0.6931471805599453,4,0,0,0,0,0,0
apartment,Ward 69,767,2146,17,96,1,4,2,2,0,97,2,0.54,2,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1966,46159303,Ward 69,apartment,7.583756300707112,4,0.6931471805599453,0,588289,4605316,9883008136,9216,289,0.6931471805599453,4,1,1,1,1,0,1
apartment,Ward 115,33,1817,100,92,1,2,1,1,8,100,1,7.06,1.5,0,1,1,0,1,1,1,0,0,0,0,1,1,0,415,46161920,Ward 115,apartment,6.028278520230698,1,0.4054651081081644,2.1972245773362196,1089,3301489,5998805513,8464,10000,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 115,767,462,100,96,53,2,1,1,0,97,40,0.54,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1867,46162941,Ward 115,apartment,7.532088143541722,1,0,0,588289,213444,98611128,9216,10000,3.9889840465642745,1,1,1,1,1,1,1
apartment,Ward 113,26,488,100,100,0,2,1,2,3,93,1,3,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,367,46166261,Ward 113,apartment,5.905361848054571,4,0,1.3862943611198906,676,238144,116214272,10000,10000,0,1,0,0,0,0,0,0
apartment,Ward 107,4,665,100,38,1,4,2,3,1,60,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,500,46167383,Ward 107,apartment,6.214608098422191,9,0,0.6931471805599453,16,442225,294079625,1444,10000,0.6931471805599453,4,0,0,0,0,0,0
apartment,Ward 64,767,54,100,100,0,4,2,3,0,97,1,0.54,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1250,46173144,Ward 64,apartment,7.1308988302963465,9,0,0,588289,2916,157464,10000,10000,0,4,1,1,1,1,0,0
apartment,Ward 83,13,1664,100,63,1,4,2,3,2,100,1,2,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1200,46173223,Ward 83,apartment,7.090076835776092,9,0,1.0986122886681098,169,2768896,4607442944,3969,10000,0.6931471805599453,4,0,0,0,0,0,0
apartment,Ward 23,767,314,90,100,0,4,2,3,0,97,1,0.54,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1150,46174053,Ward 23,apartment,7.047517221357296,9,0,0,588289,98596,30959144,10000,8100,0,4,1,1,1,1,0,0
apartment,Ward 23,767,1418,100,100,5,6,3,4,0,97,5,0.54,2,0,1,1,1,1,1,0,1,0,0,0,0,1,0,3000,46182708,Ward 23,apartment,8.006367567650246,16,0.6931471805599453,0,588289,2010724,2851206632,10000,10000,1.791759469228055,9,1,1,1,1,0,0
apartment,Ward 115,767,1845,90,94,6,3,1,2,0,97,2,0.54,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,990,46183569,Ward 115,apartment,6.897704943128636,4,0,0,588289,3404025,6280426125,8836,8100,1.9459101490553132,1,1,1,1,1,0,0
apartment,Ward 61,767,2042,100,100,0,2,1,2,0,97,3,0.54,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,850,46183711,Ward 61,apartment,6.745236349484363,4,0,0,588289,4169764,8514658088,10000,10000,0,1,1,1,1,1,0,0
apartment,Ward 23,767,1908,100,92,4,4,2,4,0,97,5,0.54,2,1,1,0,0,1,1,0,0,0,0,0,0,1,0,2000,46183740,Ward 23,apartment,7.600902459542082,16,0.6931471805599453,0,588289,3640464,6946005312,8464,10000,1.6094379124341003,4,1,1,1,1,0,0
apartment,Ward 61,767,2042,100,100,0,4,2,2,0,97,3,0.54,2,0,1,1,1,1,1,0,0,0,0,1,0,1,0,2000,46183962,Ward 61,apartment,7.600902459542082,4,0.6931471805599453,0,588289,4169764,8514658088,10000,10000,0,4,1,1,1,1,0,0
apartment,Ward 1,17,53,100,100,0,4,1,1,2,100,1,2,2,0,1,1,1,1,1,0,0,0,0,0,1,1,0,651,46185220,Ward 1,apartment,6.478509642208569,1,0.6931471805599453,1.0986122886681098,289,2809,148877,10000,10000,0,1,0,0,0,0,0,0
apartment,Ward 64,6,1333,100,100,1,6,2,6,1,100,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1286,46186483,Ward 64,apartment,7.1592919047975645,36,0,0.6931471805599453,36,1776889,2368593037,10000,10000,0.6931471805599453,4,0,0,0,0,0,0
apartment,Ward 107,767,52,100,96,0,2,0,1,0,97,1,0.54,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1136,46188131,Ward 107,apartment,7.035268599281097,1,0,0,588289,2704,140608,9216,10000,0,0,1,1,1,1,0,1
apartment,Ward 61,767,53,100,100,0,4,2,2,0,97,1,0.54,2,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1461,46190116,Ward 61,apartment,7.2868764117507,4,0.6931471805599453,0,588289,2809,148877,10000,10000,0,4,1,1,1,1,0,0
apartment,Ward 115,767,248,88,100,2,6,3,3,0,97,1,0.54,3,0,1,1,0,1,1,1,1,0,0,0,1,1,0,4929,46190947,Ward 115,apartment,8.502891406705377,9,1.0986122886681098,0,588289,61504,15252992,10000,7744,1.0986122886681098,9,1,1,1,1,0,0
apartment,Ward 100,767,53,0,96,0,4,2,2,0,97,1,0.54,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1200,46194958,Ward 100,apartment,7.090076835776092,4,0,0,588289,2809,148877,9216,0,0,4,1,1,1,1,0,1
apartment,Ward 61,19,2231,100,100,1,4,2,3,3,100,1,3,2,0,1,1,1,1,1,0,0,0,0,1,0,1,0,850,46195460,Ward 61,apartment,6.745236349484363,9,0.6931471805599453,1.3862943611198906,361,4977361,11104492391,10000,10000,0.6931471805599453,4,0,0,0,0,0,0
apartment,Ward 115,24,1806,98,98,42,4,2,2,1,60,7,1,2,0,1,1,1,1,1,1,1,0,0,0,1,1,0,2477,46195846,Ward 115,apartment,7.814803429489359,4,0.6931471805599453,0.6931471805599453,576,3261636,5890514616,9604,9604,3.7612001156935624,4,0,0,0,0,0,0
apartment,Ward 115,27,711,100,96,49,2,0,1,2,100,42,2,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1293,46196505,Ward 115,apartment,7.164720378771857,1,0,1.0986122886681098,729,505521,359425431,9216,10000,3.912023005428146,0,0,0,0,0,1,1
apartment,Ward 54,31,2111,93,98,104,2,0,1,3,33,103,2.81,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,3450,46206255,Ward 54,apartment,8.146129510025405,1,0,1.3862943611198906,961,4456321,9407293631,9604,8649,4.653960350157523,0,0,0,0,0,0,0
apartment,Ward 115,35,2110,93,98,104,2,0,1,1,100,103,0.83,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,633,46206520,Ward 115,apartment,6.450470422144176,1,0,0.6931471805599453,1225,4452100,9393931000,9604,8649,4.653960350157523,0,0,0,0,0,0,0
apartment,Ward 115,13,520,100,100,0,4,2,2,1,80,2,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1250,46207450,Ward 115,apartment,7.1308988302963465,4,0,0.6931471805599453,169,270400,140608000,10000,10000,0,4,0,0,0,0,0,0
apartment,Ward 115,767,1813,96,96,6,2,1,1,0,97,7,0.54,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,814,46208420,Ward 115,apartment,6.70196036600254,1,0,0,588289,3286969,5959274797,9216,9216,1.9459101490553132,1,1,1,1,1,0,0
apartment,Ward 115,767,1812,96,96,6,4,2,2,0,97,7,0.54,2,0,1,1,0,1,1,1,1,0,0,0,1,1,0,2500,46209261,Ward 115,apartment,7.824046010856292,4,0.6931471805599453,0,588289,3283344,5949419328,9216,9216,1.9459101490553132,4,1,1,1,1,0,0
apartment,Ward 115,8,2329,100,96,13,5,3,3,1,100,9,1,2.5,1,1,1,0,1,1,0,1,0,0,0,0,1,0,5143,46209863,Ward 115,apartment,8.545391845774915,9,0.9162907318741551,0.6931471805599453,64,5424241,12633057289,9216,10000,2.6390573296152584,9,0,0,0,0,0,0
apartment,Ward 74,26,1293,100,100,0,2,1,1,1,100,1,1,1.5,0,1,1,1,1,1,0,1,0,0,0,0,1,0,995,46210172,Ward 74,apartment,6.902742737158593,1,0.4054651081081644,0.6931471805599453,676,1671849,2161700757,10000,10000,0,1,0,0,0,0,0,0
apartment,Ward 100,767,1170,100,93,41,4,2,3,0,97,14,0.54,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1850,46211367,Ward 100,apartment,7.52294091807237,9,0,0,588289,1368900,1601613000,8649,10000,3.7376696182833684,4,1,1,1,1,0,0
apartment,Ward 54,4,979,98,97,89,4,2,2,2,100,78,2,2.5,0,1,1,1,1,1,1,1,0,0,1,0,1,1,3634,46228759,Ward 54,apartment,8.198089248956116,4,0.9162907318741551,1.0986122886681098,16,958441,938313739,9409,9604,4.499809670330265,4,0,0,0,0,0,0
apartment,Ward 115,767,2094,97,83,22,2,1,1,0,97,15,0.54,1.5,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1000,46229061,Ward 115,apartment,6.907755278982137,1,0.4054651081081644,0,588289,4384836,9181846584,6889,9409,3.1354942159291497,1,1,1,1,1,0,0
apartment,Ward 115,14,478,100,98,2,4,2,2,1,100,4,1,2,1,1,1,0,1,1,1,1,0,0,0,1,0,0,2940,46229287,Ward 115,apartment,7.986164860332727,4,0.6931471805599453,0.6931471805599453,196,228484,109215352,9604,10000,1.0986122886681098,4,0,0,0,0,0,0
apartment,Ward 115,767,2111,93,98,104,2,0,1,0,97,103,0.54,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1175,46229510,Ward 115,apartment,7.069023426578259,1,0,0,588289,4456321,9407293631,9604,8649,4.653960350157523,0,1,1,1,1,0,0
apartment,Ward 77,30,2111,93,98,104,2,1,1,2,80,103,2,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,912,46229702,Ward 77,apartment,6.815639990074331,1,0,1.0986122886681098,900,4456321,9407293631,9604,8649,4.653960350157523,1,0,0,0,0,0,0
apartment,Ward 115,33,1416,100,96,1,2,0,1,6,97,1,5.29,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1071,46229729,Ward 115,apartment,6.976348070447749,1,0,1.9459101490553132,1089,2005056,2839159296,9216,10000,0.6931471805599453,0,0,0,0,0,1,1
apartment,Ward 115,767,591,99,98,35,2,1,1,0,97,4,0.54,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1429,46229799,Ward 115,apartment,7.264730177929867,1,0,0,588289,349281,206425071,9604,9801,3.58351893845611,1,1,1,1,1,0,0
apartment,Ward 77,40,1755,100,99,39,4,2,2,8,95,32,5.85,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1203,46230428,Ward 77,apartment,7.0925737159746784,4,0,2.1972245773362196,1600,3080025,5405443875,9801,10000,3.6888794541139363,4,0,0,0,0,0,0
apartment,Ward 107,767,317,100,91,0,6,3,4,0,97,1,0.54,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1503,46230597,Ward 107,apartment,7.315218389752975,16,0.6931471805599453,0,588289,100489,31855013,8281,10000,0,9,1,1,1,1,0,0
apartment,Ward 115,767,1755,100,99,39,4,2,2,0,97,32,0.54,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1444,46230908,Ward 115,apartment,7.275172319452771,4,0,0,588289,3080025,5405443875,9801,10000,3.6888794541139363,4,1,1,1,1,0,0
apartment,Ward 23,767,2266,100,45,18,6,3,4,0,97,14,0.54,2,1,1,1,0,1,1,1,0,0,0,1,1,0,0,3500,46231120,Ward 23,apartment,8.160518247477505,16,0.6931471805599453,0,588289,5134756,11635357096,2025,10000,2.9444389791664403,9,1,1,1,1,0,0
apartment,Ward 113,767,150,90,53,4,5,3,3,0,97,4,0.54,2,0,1,0,0,1,1,1,0,0,0,0,1,1,0,850,46231858,Ward 113,apartment,6.745236349484363,9,0.6931471805599453,0,588289,22500,3375000,2809,8100,1.6094379124341003,9,1,1,1,1,0,0
apartment,Ward 107,19,51,100,100,0,4,0,1,3,93,1,3,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,841,46236314,Ward 107,apartment,6.734591659972948,1,0,1.3862943611198906,361,2601,132651,10000,10000,0,0,0,0,0,0,0,0
serviced_apartment,Ward 115,767,1320,97,95,323,6,3,3,0,97,225,0.54,3,0,1,1,1,1,1,0,1,0,0,0,0,1,0,7000,46249433,Ward 115,serviced_apartment,8.85366542803745,9,1.0986122886681098,0,588289,1742400,2299968000,9025,9409,5.780743515792329,9,1,1,1,1,0,0
serviced_apartment,Ward 115,767,1320,97,95,323,4,2,2,0,97,225,0.54,2,0,1,1,1,1,1,0,1,0,0,0,0,1,0,4500,46250246,Ward 115,serviced_apartment,8.411832675758411,4,0.6931471805599453,0,588289,1742400,2299968000,9025,9409,5.780743515792329,4,1,1,1,1,0,0
apartment,Ward 115,36,980,98,97,89,2,2,2,2,90,78,1.62,2,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1022,46253182,Ward 115,apartment,6.92951677076365,4,0.6931471805599453,1.0986122886681098,1296,960400,941192000,9409,9604,4.499809670330265,4,0,0,0,0,0,0
apartment,Ward 54,43,1740,99,95,22,4,2,2,2,90,21,1.36,2,1,1,1,1,1,1,0,1,0,0,0,0,1,0,2338,46253338,Ward 54,apartment,7.757051142032013,4,0.6931471805599453,1.0986122886681098,1849,3027600,5268024000,9025,9801,3.1354942159291497,4,0,0,0,0,0,0
apartment,Ward 115,31,2110,93,98,104,2,0,1,5,96,103,4.69,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,690,46254127,Ward 115,apartment,6.536691597591305,1,0,1.791759469228055,961,4452100,9393931000,9604,8649,4.653960350157523,0,0,0,0,0,0,0
apartment,Ward 61,27,2740,100,69,1,5,3,3,1,100,1,1,2,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1100,46255200,Ward 61,apartment,7.003065458786462,9,0.6931471805599453,0.6931471805599453,729,7507600,20570824000,4761,10000,0.6931471805599453,9,0,0,0,0,0,0
apartment,Ward 54,26,1289,100,100,26,2,1,1,3,100,2,3,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1814,46268420,Ward 54,apartment,7.503289630675082,1,0,1.3862943611198906,676,1661521,2141700569,10000,10000,3.295836866004329,1,0,0,0,0,0,0
apartment,Ward 54,33,1661,80,100,8,2,1,1,1,100,3,0.88,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,800,46269430,Ward 54,apartment,6.684611727667927,1,0,0.6931471805599453,1089,2758921,4582567781,10000,6400,2.1972245773362196,1,0,0,0,0,0,0
apartment,Ward 85,767,2094,97,83,22,6,3,4,0,97,15,0.54,2.5,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1830,46270933,Ward 85,apartment,7.512071245835466,16,0.9162907318741551,0,588289,4384836,9181846584,6889,9409,3.1354942159291497,9,1,1,1,1,0,0
apartment,Ward 115,767,2992,79,94,72,2,1,1,0,97,71,0.54,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,950,46272473,Ward 115,apartment,6.856461984594587,1,0,0,588289,8952064,26784575488,8836,6241,4.290459441148391,1,1,1,1,1,0,0
apartment,Ward 115,38,980,98,97,89,2,1,1,2,90,78,1.54,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1446,46287545,Ward 115,apartment,7.27655640271871,1,0,1.0986122886681098,1444,960400,941192000,9409,9604,4.499809670330265,1,0,0,0,0,0,0
serviced_apartment,Ward 115,29,2663,100,95,25,4,2,2,3,100,19,3,2,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1123,46287849,Ward 115,serviced_apartment,7.023758954738443,4,0.6931471805599453,1.3862943611198906,841,7091569,18884848247,9025,10000,3.258096538021482,4,0,0,0,0,0,0
apartment,Ward 54,29,1571,99,99,62,5,2,2,1,100,1,1,1.5,0,1,1,1,1,1,1,1,0,0,1,1,1,0,5500,46294976,Ward 54,apartment,8.612503371220562,4,0.4054651081081644,0.6931471805599453,841,2468041,3877292411,9801,9801,4.143134726391533,4,0,0,0,0,0,0
serviced_apartment,Ward 74,767,1523,80,43,0,2,0,1,0,97,2,0.54,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,550,46301000,Ward 74,serviced_apartment,6.309918278226516,1,0,0,588289,2319529,3532642667,1849,6400,0,0,1,1,1,1,0,0
apartment,Ward 23,767,1347,100,100,1,2,1,1,0,97,1,0.54,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1171,46303508,Ward 23,apartment,7.065613363597717,1,0,0,588289,1814409,2444008923,10000,10000,0.6931471805599453,1,1,1,1,1,0,0
apartment,Ward 77,767,3040,93,60,9,3,2,2,0,97,9,0.54,2,0,1,1,0,1,1,0,1,0,0,0,0,1,0,850,46323381,Ward 77,apartment,6.745236349484363,4,0.6931471805599453,0,588289,9241600,28094464000,3600,8649,2.302585092994046,4,1,1,1,1,0,0
apartment,Ward 54,767,2298,100,100,0,4,2,2,0,97,2,0.54,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2000,46324902,Ward 54,apartment,7.600902459542082,4,0,0,588289,5280804,12135287592,10000,10000,0,4,1,1,1,1,0,0
apartment,Ward 115,767,1607,93,98,30,2,1,1,0,97,30,0.54,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,921,46325331,Ward 115,apartment,6.825460036255307,1,0,0,588289,2582449,4149995543,9604,8649,3.4339872044851463,1,1,1,1,1,0,0
apartment,Ward 23,4,1424,99,96,69,5,2,3,1,100,26,1,2.5,0,1,1,1,1,1,0,0,0,0,1,0,1,0,2554,46330346,Ward 23,apartment,7.845416036592485,9,0.9162907318741551,0.6931471805599453,16,2027776,2887553024,9216,9801,4.248495242049359,4,0,0,0,0,0,0
apartment,Ward 77,767,1719,67,100,1,4,2,2,0,97,2,0.54,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1700,46332814,Ward 77,apartment,7.438383530044307,4,0,0,588289,2954961,5079577959,10000,4489,0.6931471805599453,4,1,1,1,1,0,0
serviced_apartment,Ward 115,767,249,100,100,1,2,1,1,0,97,1,0.54,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,613,46333880,Ward 115,serviced_apartment,6.418364935936212,1,0,0,588289,62001,15438249,10000,10000,0.6931471805599453,1,1,1,1,1,0,0
apartment,Ward 77,13,60,100,80,0,4,2,3,1,100,5,1,2,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1853,46341772,Ward 77,apartment,7.52456122628536,9,0.6931471805599453,0.6931471805599453,169,3600,216000,6400,10000,0,4,0,0,0,0,0,0
apartment,Ward 115,31,2111,93,98,104,2,0,1,1,100,103,0.94,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,986,46343862,Ward 115,apartment,6.893656354602635,1,0,0.6931471805599453,961,4456321,9407293631,9604,8649,4.653960350157523,0,0,0,0,0,0,0
apartment,Ward 115,767,980,98,97,89,6,3,3,0,97,78,0.54,3.5,0,1,1,1,1,1,0,1,1,0,0,0,1,0,7680,46344109,Ward 115,apartment,8.946374826141717,9,1.252762968495368,0,588289,960400,941192000,9409,9604,4.499809670330265,9,1,1,1,1,0,0
apartment,Ward 115,24,1740,99,95,22,4,2,2,1,100,21,1,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1874,46345777,Ward 115,apartment,7.535830462798367,4,0.6931471805599453,0.6931471805599453,576,3027600,5268024000,9025,9801,3.1354942159291497,4,0,0,0,0,0,0
apartment,Ward 4,767,45,100,96,0,6,2,4,0,97,1,0.54,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,950,46346178,Ward 4,apartment,6.856461984594587,16,0,0,588289,2025,91125,9216,10000,0,4,1,1,1,1,1,1
apartment,Ward 115,767,2164,100,95,3,4,2,2,0,97,3,0.54,2.5,0,1,1,1,1,1,0,0,0,0,0,0,1,0,3800,46349432,Ward 115,apartment,8.242756345714477,4,0.9162907318741551,0,588289,4682896,10133786944,9025,10000,1.3862943611198906,4,1,1,1,1,0,0
apartment,Ward 77,35,463,100,96,53,2,1,2,2,100,40,1.67,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1565,46349858,Ward 77,apartment,7.3556411029742534,4,0,1.0986122886681098,1225,214369,99252847,9216,10000,3.9889840465642745,1,0,0,0,0,1,1
apartment,Ward 77,767,1719,67,100,1,4,1,2,0,97,2,0.54,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1500,46350883,Ward 77,apartment,7.313220387090301,4,0,0,588289,2954961,5079577959,10000,4489,0.6931471805599453,1,1,1,1,1,0,0
apartment,Ward 54,34,1607,93,98,30,4,1,2,3,100,30,2.57,1.5,0,1,1,1,1,1,1,0,0,0,1,1,1,0,921,46351496,Ward 54,apartment,6.825460036255307,4,0.4054651081081644,1.3862943611198906,1156,2582449,4149995543,9604,8649,3.4339872044851463,1,0,0,0,0,0,0
apartment,Ward 77,25,1643,100,86,0,2,1,1,3,100,1,3,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,577,46355113,Ward 77,apartment,6.3578422665081,1,0,1.3862943611198906,625,2699449,4435194707,7396,10000,0,1,0,0,0,0,0,0
apartment,Ward 23,27,94,33,100,1,2,1,1,1,20,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,523,46363037,Ward 23,apartment,6.259581464064923,1,0,0.6931471805599453,729,8836,830584,10000,1089,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 69,23,2661,100,99,11,2,1,1,2,100,10,2,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,2136,46364168,Ward 69,apartment,7.666690200080086,1,0,1.0986122886681098,529,7080921,18842330781,9801,10000,2.4849066497880004,1,0,0,0,0,0,0
apartment,Ward 64,767,958,100,100,0,4,2,3,0,97,1,0.54,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,979,46367294,Ward 64,apartment,6.88653164253051,9,0,0,588289,917764,879217912,10000,10000,0,4,1,1,1,1,0,0
apartment,Ward 59,767,1738,100,96,0,2,1,2,0,97,1,0.54,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1200,46368787,Ward 59,apartment,7.090076835776092,4,0,0,588289,3020644,5249879272,9216,10000,0,1,1,1,1,1,0,1
apartment,Ward 54,18,2111,93,98,104,2,1,1,1,60,103,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,912,46368882,Ward 54,apartment,6.815639990074331,1,0,0.6931471805599453,324,4456321,9407293631,9604,8649,4.653960350157523,1,0,0,0,0,0,0
apartment,Ward 115,27,60,100,80,0,2,1,1,3,100,5,3,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,834,46369131,Ward 115,apartment,6.726233402358747,1,0,1.3862943611198906,729,3600,216000,6400,10000,0,1,0,0,0,0,0,0
