f_property_type,f_neighbourhood,n_days_since_rv,n_days_since_host,n_host_response_rate,n_host_acceptance_rate,n_host_total_listings_count,n_accommodates,n_bedrooms,n_beds,n_number_of_reviews,n_review_scores_rating,n_calculated_host_listings_count,n_reviews_per_month,n_bathrooms,d_superhost,d_profile_pic,d_identity_verified,d_instant_bookable,d_wifi,d_tv,d_refrigerator,d_air_conditioning,d_sound,d_baby,d_beach,d_stove,d_free_parking,d_paid_parking,price,id,neighbourhood_cleansed,property_type
apartment,Ward 58,983,1339,100,100,2,4,2,2,4,100,2,0.12,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,500,21810222,Ward 58,apartment
apartment,Ward 115,1121,2654,100,NA,2,2,NA,1,27,96,2,0.72,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,879,21819009,Ward 115,apartment
apartment,Ward 115,1128,1134,100,86,1,4,2,2,38,95,1,1.01,2,0,1,1,1,1,1,1,1,0,1,0,1,1,0,3900,21826553,Ward 115,apartment
apartment,Ward 23,805,1169,100,94,7,4,2,2,18,92,5,0.67,2,1,1,1,1,1,1,1,0,0,0,1,1,1,0,2350,21830422,Ward 23,apartment
apartment,Ward 23,1060,1169,100,94,7,4,2,3,14,93,5,0.4,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,2250,21830424,Ward 23,apartment
apartment,Ward 23,732,1169,100,94,7,4,2,3,2,100,5,0.08,2,1,1,1,1,1,1,0,0,0,0,1,0,1,0,3700,21830425,Ward 23,apartment
apartment,Ward 23,1041,1169,100,94,7,2,1,1,27,97,5,0.78,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1950,21830426,Ward 23,apartment
apartment,Ward 115,1118,1203,100,100,1,2,NA,1,25,98,1,0.67,1.5,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1207,21830905,Ward 115,apartment
apartment,Ward 77,1108,1132,100,88,1,2,1,1,39,99,1,1.06,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,919,21831172,Ward 77,apartment
apartment,Ward 1,NA,1133,NA,NA,1,2,1,1,0,NA,1,NA,1.5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1300,21834552,Ward 1,apartment
apartment,Ward 23,NA,1133,100,NA,1,4,2,3,0,NA,1,NA,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2792,21836140,Ward 23,apartment
apartment,Ward 46,NA,1132,100,100,3,2,1,1,0,NA,3,NA,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,300,21841909,Ward 46,apartment
apartment,Ward 23,1117,1861,NA,100,1,2,NA,1,26,98,1,0.7,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,350,21842977,Ward 23,apartment
apartment,Ward 59,1101,2058,NA,NA,1,2,NA,1,30,97,1,0.82,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,445,21845537,Ward 59,apartment
apartment,Ward 57,NA,1586,NA,NA,2,2,1,1,0,NA,1,NA,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,520,21855171,Ward 57,apartment
apartment,Ward 115,1081,1129,100,100,1,2,NA,1,35,90,1,0.97,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1233,21870769,Ward 115,apartment
apartment,Ward 115,1107,2614,98,99,37,4,1,2,80,97,23,2.17,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1115,21872803,Ward 115,apartment
apartment,Ward 54,1111,1800,100,95,1,4,2,3,65,100,1,1.75,2,1,1,1,0,1,1,1,1,0,0,0,1,0,0,2873,21877966,Ward 54,apartment
apartment,Ward 115,1090,1661,90,100,1,4,2,3,68,97,1,1.87,2.5,0,1,1,1,1,1,1,1,0,0,0,1,1,0,2800,21878727,Ward 115,apartment
apartment,Ward 107,1037,1129,100,100,1,2,1,1,16,96,1,0.46,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,3900,21880659,Ward 107,apartment
apartment,Ward 107,649,1711,100,100,5,2,1,1,3,87,4,0.14,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,2100,21880845,Ward 107,apartment
apartment,Ward 115,1124,2531,90,54,1,4,2,2,27,100,1,0.72,2,0,1,1,0,1,1,1,1,0,0,1,1,0,0,2200,21887046,Ward 115,apartment
apartment,Ward 83,1127,1451,100,100,1,2,1,1,18,96,1,0.48,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1300,21888115,Ward 83,apartment
apartment,Ward 115,1109,462,NA,NA,53,4,2,2,38,98,40,1.03,2,0,1,1,0,1,1,1,1,0,0,0,1,1,0,3269,21889787,Ward 115,apartment
serviced_apartment,Ward 115,1121,1128,100,91,1,6,3,4,107,97,1,2.86,3,1,1,1,0,1,1,0,1,0,0,0,0,1,0,8343,21889921,Ward 115,serviced_apartment
apartment,Ward 115,NA,1985,100,100,1,4,2,2,0,NA,2,NA,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1600,21893767,Ward 115,apartment
apartment,Ward 54,1029,1528,NA,NA,3,2,1,1,43,97,2,1.25,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,950,21893981,Ward 54,apartment
apartment,Ward 59,1110,1632,100,100,5,2,NA,1,65,96,2,1.76,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1491,21902177,Ward 59,apartment
apartment,Ward 115,684,3129,97,96,62,4,2,3,6,67,64,0.26,2,0,1,1,1,1,1,1,1,0,0,0,1,1,0,2726,21902318,Ward 115,apartment
loft,Ward 115,908,3129,97,96,62,4,1,2,17,91,64,0.56,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,800,21903813,Ward 115,loft
apartment,Ward 107,945,1544,50,NA,1,2,1,1,3,93,1,0.1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,464,21904060,Ward 107,apartment
apartment,Ward 72,1116,1301,NA,0,3,4,2,4,1,NA,3,0.03,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2021,21906371,Ward 72,apartment
apartment,Ward 55,1045,1908,90,100,2,4,2,2,19,93,2,0.54,2,0,1,1,1,1,1,1,1,0,0,0,1,1,0,3120,21907592,Ward 55,apartment
apartment,Ward 115,1037,3129,97,96,62,4,1,2,3,93,64,0.09,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,2205,21915978,Ward 115,apartment
apartment,Ward 115,1118,1127,100,84,1,4,2,3,113,94,1,3.03,2,0,1,1,1,1,1,1,0,0,0,0,1,1,0,800,21918456,Ward 115,apartment
apartment,Ward 74,291,2908,100,57,3,2,1,2,1,100,4,0.1,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1466,21919045,Ward 74,apartment
apartment,Ward 74,1077,2694,100,100,1,2,1,1,4,100,1,0.11,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,507,21929834,Ward 74,apartment
apartment,Ward 23,818,819,NA,NA,7,2,1,1,10,86,4,0.37,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1050,21944983,Ward 23,apartment
apartment,Ward 23,1099,1134,100,100,1,3,1,4,41,100,1,1.12,1.5,1,1,1,1,1,1,1,0,0,0,1,1,0,0,609,21945612,Ward 23,apartment
apartment,Ward 23,1032,819,NA,NA,7,2,NA,1,10,80,4,0.29,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,636,21945834,Ward 23,apartment
apartment,Ward 115,1104,1124,100,100,2,2,1,1,68,98,2,1.85,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1245,21946412,Ward 115,apartment
apartment,Ward 23,1069,819,NA,NA,7,2,NA,1,16,81,4,0.45,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,650,21954686,Ward 23,apartment
apartment,Ward 70,1123,1124,NA,100,1,4,2,2,5,100,1,0.13,2,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1700,21959881,Ward 70,apartment
apartment,Ward 77,354,1275,100,100,2,2,1,2,4,100,2,0.34,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,750,21959994,Ward 77,apartment
apartment,Ward 115,1082,2093,50,39,7,2,1,1,23,85,5,0.64,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,335,21960409,Ward 115,apartment
apartment,Ward 58,1107,2301,75,100,2,2,NA,1,4,73,2,0.11,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,390,21961985,Ward 58,apartment
apartment,Ward 23,1117,1424,99,96,69,2,1,1,141,96,26,3.78,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,2000,21968274,Ward 23,apartment
apartment,Ward 115,1102,2820,100,100,1,3,NA,1,43,96,1,1.17,1.5,0,1,1,0,1,1,1,1,0,0,0,1,1,0,541,21970431,Ward 115,apartment
apartment,Ward 115,1085,1122,NA,NA,1,2,1,1,18,94,1,0.5,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1800,21972460,Ward 115,apartment
apartment,Ward 115,1116,1430,100,50,2,4,2,2,10,96,2,0.27,2,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1850,21976613,Ward 115,apartment
apartment,Ward 21,1004,1122,80,91,1,4,2,3,12,89,1,0.36,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,750,21977952,Ward 21,apartment
apartment,Ward 77,1086,1122,100,93,1,2,1,1,46,96,1,1.27,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1184,21978099,Ward 77,apartment
apartment,Ward 115,1111,1292,100,100,1,2,1,1,38,98,1,1.03,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,914,21978162,Ward 115,apartment
apartment,Ward 107,1049,1964,100,100,1,4,2,3,24,92,1,0.69,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1200,21978653,Ward 107,apartment
apartment,Ward 115,1104,1496,100,97,2,2,1,1,49,96,2,1.33,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,700,21979666,Ward 115,apartment
apartment,Ward 115,1093,1740,99,95,22,4,2,3,85,99,21,2.33,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1824,21985918,Ward 115,apartment
apartment,Ward 54,1103,2691,100,98,36,4,2,3,30,93,32,0.82,1.5,1,1,1,1,1,1,1,0,0,0,1,1,1,0,2243,21988664,Ward 54,apartment
apartment,Ward 115,1106,1907,100,82,6,2,1,1,74,98,5,2.01,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1514,21988787,Ward 115,apartment
apartment,Ward 115,1086,1121,NA,100,2,2,1,1,16,86,2,0.44,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,2600,21990263,Ward 115,apartment
apartment,Ward 115,1074,2457,100,79,10,4,1,2,63,96,9,1.76,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1195,22002870,Ward 115,apartment
apartment,Ward 115,1048,1121,100,100,1,2,1,1,180,100,1,5.15,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,911,22003096,Ward 115,apartment
apartment,Ward 64,1083,1121,100,86,1,2,1,1,30,94,1,0.83,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,609,22005576,Ward 64,apartment
apartment,Ward 2,1104,1715,NA,NA,1,4,2,3,1,NA,1,0.03,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,895,22005648,Ward 2,apartment
apartment,Ward 115,1098,1505,100,98,13,4,2,2,42,98,11,1.15,2,1,1,1,0,1,1,1,0,0,0,0,1,1,0,2720,22005704,Ward 115,apartment
apartment,Ward 86,683,1121,100,100,1,4,2,3,1,60,1,0.04,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1300,22008280,Ward 86,apartment
apartment,Ward 23,730,2446,NA,100,2,4,2,3,1,NA,2,0.04,2,0,1,0,1,1,1,0,0,0,0,1,0,1,0,2583,22009010,Ward 23,apartment
apartment,Ward 77,1105,2079,100,91,1,2,NA,2,26,96,1,0.71,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,850,22012819,Ward 77,apartment
apartment,Ward 23,1096,2069,100,78,1,4,2,4,17,99,1,0.46,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,386,22022246,Ward 23,apartment
apartment,Ward 15,694,1120,100,100,1,2,1,2,3,100,1,0.13,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,985,22023537,Ward 15,apartment
apartment,Ward 74,1104,1119,0,100,2,2,1,1,10,100,2,0.27,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1186,22023936,Ward 74,apartment
apartment,Ward 64,1091,1162,100,67,1,4,2,2,5,92,1,0.14,2,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1100,22024935,Ward 64,apartment
apartment,Ward 54,1071,4164,100,80,1,4,2,2,36,97,1,1.01,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,2157,22036482,Ward 54,apartment
apartment,Ward 115,1095,1492,100,100,1,4,2,2,23,98,1,0.63,2,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1900,22038012,Ward 115,apartment
apartment,Ward 54,1096,1125,100,100,2,4,2,2,37,98,2,1.01,2,1,1,1,0,1,1,1,1,0,0,0,1,1,0,3146,22039020,Ward 54,apartment
apartment,Ward 53,NA,1413,NA,NA,2,4,2,4,0,NA,2,NA,1.5,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1021,22041169,Ward 53,apartment
apartment,Ward 57,1060,1119,100,0,1,4,2,2,2,NA,1,0.06,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,980,22041760,Ward 57,apartment
apartment,Ward 83,724,1119,100,NA,2,5,2,3,1,80,2,0.04,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1200,22042839,Ward 83,apartment
apartment,Ward 54,1109,1946,100,100,2,2,NA,1,56,96,2,1.51,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,804,22043720,Ward 54,apartment
apartment,Ward 77,NA,1526,NA,NA,1,2,NA,1,0,NA,1,NA,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1101,22048437,Ward 77,apartment
apartment,Ward 100,801,1118,100,100,1,2,1,1,96,96,1,3.59,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1029,22052261,Ward 100,apartment
apartment,Ward 55,1085,1908,90,100,2,4,2,2,9,67,2,0.25,1.5,0,1,1,1,1,1,1,1,0,0,1,1,1,0,3000,22053797,Ward 55,apartment
apartment,Ward 115,714,1592,40,50,2,2,1,1,3,100,1,0.13,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,850,22053837,Ward 115,apartment
apartment,Ward 74,1089,1577,100,100,4,2,1,1,9,96,3,0.25,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,871,22054113,Ward 74,apartment
apartment,Ward 115,1086,1425,100,50,2,2,1,1,8,93,2,0.22,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,310,22056880,Ward 115,apartment
apartment,Ward 54,1059,1363,0,100,2,2,NA,2,32,97,2,0.91,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1500,22059225,Ward 54,apartment
apartment,Ward 115,1086,1118,100,100,1,2,1,1,17,94,1,0.47,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,901,22068205,Ward 115,apartment
apartment,Ward 55,1111,2500,100,100,1,2,1,1,41,98,1,1.11,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,695,22070717,Ward 55,apartment
apartment,Ward 59,1061,1623,100,100,3,4,2,3,8,93,3,0.23,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,900,22071529,Ward 59,apartment
apartment,Ward 73,352,2119,56,60,0,2,1,1,3,100,1,0.25,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,450,22073819,Ward 73,apartment
apartment,Ward 115,1093,2342,100,94,8,5,2,2,44,93,8,1.21,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,766,22074775,Ward 115,apartment
apartment,Ward 54,1076,2614,98,99,37,4,2,2,56,95,23,1.56,2.5,0,1,1,1,1,1,1,1,0,0,1,1,1,0,2070,22074786,Ward 54,apartment
apartment,Ward 23,279,2058,100,100,2,2,NA,1,2,60,1,0.21,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1100,22075337,Ward 23,apartment
apartment,Ward 55,764,2984,100,87,88,2,1,1,1,60,75,0.04,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1330,22075668,Ward 55,apartment
apartment,Ward 59,1090,1347,NA,100,1,2,1,1,11,100,1,0.3,2,0,1,0,1,1,1,1,1,0,0,0,1,1,0,2000,22076095,Ward 59,apartment
apartment,Ward 115,1088,2342,100,94,8,4,2,2,59,96,8,1.63,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,766,22076408,Ward 115,apartment
apartment,Ward 73,1100,1676,NA,NA,0,2,NA,0,1,100,1,0.03,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,800,22077705,Ward 73,apartment
apartment,Ward 64,740,2099,100,100,4,2,NA,0,5,100,2,0.2,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,480,22089572,Ward 64,apartment
apartment,Ward 70,1034,1165,100,100,1,4,2,3,13,98,1,0.38,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,800,22090489,Ward 70,apartment
apartment,Ward 74,1093,1945,NA,NA,1,5,2,3,2,100,1,0.05,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,5000,22090550,Ward 74,apartment
apartment,Ward 74,1103,1668,100,100,4,4,NA,2,52,97,4,1.41,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,531,22091084,Ward 74,apartment
apartment,Ward 54,1001,3119,100,88,1,2,NA,1,50,99,1,1.5,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1250,22094784,Ward 54,apartment
apartment,Ward 70,1041,2339,NA,NA,2,2,1,1,3,80,1,0.09,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,700,22095781,Ward 70,apartment
apartment,Ward 115,1079,1933,100,100,1,2,1,1,30,99,1,0.83,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1107,22095810,Ward 115,apartment
apartment,Ward 64,1070,2591,100,79,4,5,3,3,12,95,4,0.34,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1100,22110567,Ward 64,apartment
apartment,Ward 115,NA,1115,100,NA,1,4,1,3,0,NA,1,NA,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1971,22110799,Ward 115,apartment
apartment,Ward 77,978,1288,100,91,1,4,2,4,26,98,1,0.8,2,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1242,22111506,Ward 77,apartment
apartment,Ward 54,1083,1878,100,95,17,2,1,1,31,98,16,0.86,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,3200,22118732,Ward 54,apartment
apartment,Ward 115,1017,1115,100,100,1,4,1,2,20,89,1,0.59,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1263,22119600,Ward 115,apartment
apartment,Ward 77,1107,1740,99,95,22,4,1,2,73,98,21,1.98,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,909,22119964,Ward 77,apartment
apartment,Ward 64,1103,1256,100,NA,3,4,2,2,2,NA,2,0.05,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,900,22134883,Ward 64,apartment
loft,Ward 115,1093,2301,NA,75,2,2,1,1,37,99,1,1.01,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,2200,22144970,Ward 115,loft
apartment,Ward 115,1075,1112,100,100,2,2,1,1,36,98,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,963,22156003,Ward 115,apartment
apartment,Ward 115,1080,2698,100,100,8,6,3,4,50,99,3,1.39,2,1,1,1,1,1,1,1,1,0,1,1,1,0,0,2996,22158283,Ward 115,apartment
loft,Ward 74,1069,1668,100,100,4,4,2,3,18,100,4,0.5,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,2550,22168033,Ward 74,loft
apartment,Ward 54,922,2692,100,98,36,4,2,2,41,97,32,1.33,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,3019,22168320,Ward 54,apartment
apartment,Ward 64,1090,1598,100,100,11,2,1,0,42,98,10,1.15,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1200,22175252,Ward 64,apartment
apartment,Ward 100,1092,1776,100,100,5,2,NA,1,2,100,6,0.05,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,802,22175337,Ward 100,apartment
apartment,Ward 83,NA,3946,100,20,1,4,1,2,0,NA,1,NA,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1495,22180489,Ward 83,apartment
apartment,Ward 115,1090,1862,100,98,4,3,1,1,51,99,4,1.4,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1200,22181706,Ward 115,apartment
apartment,Ward 77,1103,1512,100,100,1,3,2,2,25,82,1,0.68,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1000,22181933,Ward 77,apartment
apartment,Ward 107,1026,1110,NA,0,2,2,1,2,3,100,2,0.09,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,712,22196759,Ward 107,apartment
serviced_apartment,Ward 115,986,1871,100,98,1,2,1,1,71,94,1,2.16,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,2143,22198917,Ward 115,serviced_apartment
apartment,Ward 115,1092,462,NA,NA,53,2,1,1,76,94,40,2.09,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1153,22199378,Ward 115,apartment
apartment,Ward 107,1078,1109,90,100,3,4,2,3,36,98,3,1,2,1,1,1,1,1,1,1,0,0,0,1,1,1,0,2300,22215839,Ward 107,apartment
apartment,Ward 54,1088,1878,100,95,17,2,1,1,39,98,16,1.07,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,3700,22217725,Ward 54,apartment
apartment,Ward 115,1084,1108,100,98,2,2,1,1,46,94,2,1.27,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,2340,22219199,Ward 115,apartment
apartment,Ward 74,1048,1115,NA,0,1,4,2,4,2,80,1,0.06,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1000,22224382,Ward 74,apartment
apartment,Ward 54,1057,1108,100,100,1,2,1,1,26,93,1,0.74,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1300,22233160,Ward 54,apartment
loft,Ward 71,1090,1143,100,100,1,4,1,2,6,100,1,0.16,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,826,22234666,Ward 71,loft
apartment,Ward 115,1088,1107,100,100,1,4,2,3,56,95,1,1.54,2,0,1,1,1,1,1,0,0,0,0,0,0,1,0,2331,22234668,Ward 115,apartment
apartment,Ward 115,1090,1741,95,99,23,2,1,1,77,95,1,2.12,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1457,22239037,Ward 115,apartment
apartment,Ward 115,1103,1992,60,83,2,2,NA,2,59,95,2,1.6,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,800,22242278,Ward 115,apartment
apartment,Ward 77,1058,1108,NA,NA,1,2,NA,1,48,94,1,1.36,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,254,22253396,Ward 77,apartment
apartment,Ward 115,1063,1106,100,100,1,2,1,1,53,94,1,1.49,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1150,22253772,Ward 115,apartment
apartment,Ward 115,1067,2160,100,95,23,6,3,4,96,96,20,2.7,2.5,1,1,1,0,1,1,1,1,0,0,0,1,1,0,3300,22258108,Ward 115,apartment
apartment,Ward 115,1054,1786,100,78,118,4,2,2,11,89,113,0.31,2,1,1,1,0,1,1,1,1,0,0,0,1,1,0,2379,22258127,Ward 115,apartment
apartment,Ward 54,952,2165,NA,NA,1,2,1,1,48,99,1,1.51,1.5,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1536,22262575,Ward 54,apartment
apartment,Ward 115,1090,1105,100,NA,2,3,NA,1,5,100,2,0.14,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1500,22289230,Ward 115,apartment
apartment,Ward 115,1087,1139,NA,100,1,6,3,3,27,97,1,0.74,3,1,1,1,0,1,1,1,0,0,0,1,1,1,0,4999,22290646,Ward 115,apartment
apartment,Ward 23,1087,431,NA,NA,1,4,2,3,24,91,1,0.66,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,800,22297503,Ward 23,apartment
apartment,Ward 55,1090,3129,97,96,62,4,2,3,5,92,64,0.14,2,0,1,1,1,1,1,1,0,0,0,0,1,1,0,3010,22297964,Ward 55,apartment
apartment,Ward 59,998,1374,100,75,3,6,3,4,8,98,1,0.24,2,1,1,1,0,1,1,1,0,0,0,0,1,1,0,3000,22299037,Ward 59,apartment
apartment,Ward 54,313,2838,100,74,22,2,1,1,1,100,15,0.1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,4868,22302945,Ward 54,apartment
apartment,Ward 113,1081,1103,NA,NA,1,2,NA,2,1,100,1,0.03,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,550,22304144,Ward 113,apartment
apartment,Ward 70,1013,1103,100,88,1,2,1,1,25,96,1,0.74,2,1,1,1,0,1,1,1,0,0,0,0,1,1,0,700,22310232,Ward 70,apartment
apartment,Ward 115,871,3128,97,96,62,2,NA,1,2,70,64,0.07,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1070,22311900,Ward 115,apartment
apartment,Ward 54,1102,1787,100,78,118,4,2,2,8,94,113,0.22,2,1,1,1,0,1,1,1,1,0,0,0,1,1,0,2634,22312062,Ward 54,apartment
apartment,Ward 61,1089,2530,100,91,3,2,1,1,41,95,3,1.13,1.5,0,1,1,0,1,0,0,0,0,0,0,1,1,0,450,22314272,Ward 61,apartment
apartment,Ward 83,NA,1103,100,NA,1,2,1,1,0,NA,1,NA,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,600,22315747,Ward 83,apartment
serviced_apartment,Ward 115,991,2992,79,94,72,3,1,1,9,80,71,0.27,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,950,22318301,Ward 115,serviced_apartment
apartment,Ward 115,1061,1102,100,88,3,4,2,4,60,96,2,1.69,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1200,22321790,Ward 115,apartment
apartment,Ward 23,NA,1903,33,0,1,2,NA,1,0,NA,1,NA,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,500,22322419,Ward 23,apartment
apartment,Ward 100,969,1776,100,100,5,2,1,2,2,80,6,0.06,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1158,22328580,Ward 100,apartment
apartment,Ward 115,1055,1101,100,82,1,4,2,2,43,91,1,1.22,2,0,1,1,0,1,1,1,1,0,0,0,1,1,1,2569,22328866,Ward 115,apartment
apartment,Ward 115,1088,1104,100,NA,2,3,NA,1,7,100,2,0.19,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1500,22329201,Ward 115,apartment
apartment,Ward 23,808,1914,100,80,4,4,2,2,11,96,4,0.41,2,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1664,22330424,Ward 23,apartment
apartment,Ward 55,1088,1122,86,100,2,2,1,2,44,97,1,1.21,1.5,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1200,22338468,Ward 55,apartment
apartment,Ward 115,1088,2640,100,100,1,3,2,2,7,83,1,0.19,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,920,22351186,Ward 115,apartment
apartment,Ward 115,1085,1899,100,93,1,2,1,1,66,92,1,1.82,2,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1113,22353041,Ward 115,apartment
apartment,Ward 102,1098,1225,100,50,2,2,1,1,54,94,2,1.47,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,550,22356944,Ward 102,apartment
apartment,Ward 54,1078,1787,100,78,118,4,2,2,49,96,113,1.36,2,1,1,1,0,1,1,1,1,0,0,0,1,1,0,3013,22367521,Ward 54,apartment
