f_property_type,f_neighbourhood,n_days_since_rv,n_days_since_host,n_host_response_rate,n_host_acceptance_rate,n_host_total_listings_count,n_accommodates,n_bedrooms,n_beds,n_number_of_reviews,n_review_scores_rating,n_calculated_host_listings_count,n_reviews_per_month,n_bathrooms,d_superhost,d_profile_pic,d_identity_verified,d_instant_bookable,d_wifi,d_tv,d_refrigerator,d_air_conditioning,d_sound,d_baby,d_beach,d_stove,d_free_parking,d_paid_parking,price,id,neighbourhood_cleansed,property_type
apartment,Ward 77,1458,2060,100,63,4,2,NA,1,20,97,4,0.41,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1162,15861482,Ward 77,apartment
apartment,Ward 70,1001,1553,NA,NA,1,2,1,1,11,98,1,0.33,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,731,15862241,Ward 70,apartment
apartment,Ward 115,1153,1590,10,13,2,4,2,2,7,100,2,0.18,2.5,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1000,15862468,Ward 115,apartment
apartment,Ward 23,1499,1508,100,100,2,2,NA,1,194,90,1,3.88,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1514,15862864,Ward 23,apartment
apartment,Ward 115,1437,2147,100,100,1,3,1,1,118,98,1,2.46,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1500,15863087,Ward 115,apartment
apartment,Ward 23,1463,1509,100,67,1,3,1,1,18,97,1,0.37,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,750,15866132,Ward 23,apartment
apartment,Ward 64,1462,1834,100,NA,1,4,2,3,7,97,1,0.14,2,0,1,1,1,0,1,0,0,0,0,1,0,1,0,527,15879791,Ward 64,apartment
apartment,Ward 77,1449,1510,100,82,6,2,1,1,16,94,6,0.33,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1399,15880940,Ward 77,apartment
apartment,Ward 77,1087,2507,100,100,5,2,NA,1,16,96,4,0.44,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,500,15882297,Ward 77,apartment
serviced_apartment,Ward 53,1354,1508,50,0,3,6,2,5,1,NA,3,0.02,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1100,15883568,Ward 53,serviced_apartment
apartment,Ward 23,NA,1507,0,NA,0,6,2,2,0,NA,1,NA,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,650,15884859,Ward 23,apartment
apartment,Ward 77,1482,1508,NA,100,1,3,NA,2,145,91,1,2.93,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,980,15884911,Ward 77,apartment
apartment,Ward 64,NA,1507,NA,100,5,2,1,1,0,NA,3,NA,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1900,15885702,Ward 64,apartment
apartment,Ward 64,676,1507,NA,100,5,2,1,1,2,100,3,0.09,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,2000,15885793,Ward 64,apartment
apartment,Ward 23,1362,1789,NA,100,1,6,2,2,10,98,1,0.22,2,0,1,1,0,1,1,1,0,0,0,1,1,1,0,4500,15886863,Ward 23,apartment
apartment,Ward 54,1452,2524,90,78,3,2,1,1,42,98,3,0.87,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,2000,15891349,Ward 54,apartment
apartment,Ward 77,1399,1510,100,82,6,2,1,1,28,98,6,0.6,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1399,15891965,Ward 77,apartment
apartment,Ward 59,1402,1507,100,70,8,2,NA,1,3,80,8,0.06,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,395,15892193,Ward 59,apartment
apartment,Ward 115,1497,2161,100,95,23,5,2,2,86,94,20,1.72,2.5,1,1,1,1,1,1,1,0,0,0,0,1,0,1,2899,15899385,Ward 115,apartment
apartment,Ward 77,1496,1510,100,82,6,2,1,0,10,89,6,0.2,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,899,15899809,Ward 77,apartment
apartment,Ward 77,1453,1510,100,82,6,2,NA,1,28,95,6,0.58,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1950,15900127,Ward 77,apartment
apartment,Ward 74,1479,1666,100,100,1,4,2,2,46,93,1,0.93,2,0,1,1,0,1,1,0,0,0,0,0,0,1,0,904,15908134,Ward 74,apartment
apartment,Ward 115,1498,2729,100,97,13,2,NA,1,91,98,5,1.82,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,814,15908418,Ward 115,apartment
apartment,Ward 70,1504,1506,50,67,1,3,2,2,48,92,1,0.96,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,800,15909674,Ward 70,apartment
apartment,Ward 54,1450,1619,NA,0,1,2,1,1,7,71,1,0.14,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,400,15909985,Ward 54,apartment
apartment,Ward 115,1474,1505,100,98,13,2,1,1,97,98,11,1.97,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1400,15910878,Ward 115,apartment
serviced_apartment,Ward 54,1472,2136,98,78,70,4,2,3,14,94,55,0.29,2,0,1,1,1,1,1,0,0,0,0,0,0,1,0,6265,15913361,Ward 54,serviced_apartment
apartment,Ward 74,1451,1543,100,100,2,2,1,2,54,96,2,1.12,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1500,15913390,Ward 74,apartment
apartment,Ward 107,1390,2877,100,91,1,5,2,3,61,98,1,1.32,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,2511,15913895,Ward 107,apartment
apartment,Ward 115,1491,1506,100,100,0,2,1,1,58,93,1,1.17,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,2217,15915021,Ward 115,apartment
apartment,Ward 71,1450,2375,100,100,1,5,3,3,12,87,1,0.25,2.5,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1169,15920975,Ward 71,apartment
apartment,Ward 77,672,2179,90,91,15,2,1,1,3,87,13,0.13,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,825,15921059,Ward 77,apartment
apartment,Ward 77,1486,2179,90,91,15,2,1,1,6,96,13,0.12,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,890,15923328,Ward 77,apartment
apartment,Ward 57,1498,1609,0,100,7,3,1,2,116,97,2,2.32,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,895,15926010,Ward 57,apartment
loft,Ward 54,NA,2289,100,100,10,4,2,2,0,NA,5,NA,2,0,1,1,0,1,1,0,0,0,0,0,0,1,0,3343,15933360,Ward 54,loft
apartment,Ward 115,1448,2486,NA,NA,1,2,1,1,1,100,1,0.02,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,4000,15934229,Ward 115,apartment
apartment,Ward 77,1459,2117,100,100,2,2,NA,1,15,92,2,0.31,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,800,15934608,Ward 77,apartment
apartment,Ward 107,1483,1962,100,96,3,4,2,2,52,95,1,1.05,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,664,15935215,Ward 107,apartment
apartment,Ward 15,1460,1504,100,NA,1,4,2,3,8,95,1,0.16,1.5,0,1,1,0,1,1,0,0,0,0,0,0,1,0,850,15959479,Ward 15,apartment
apartment,Ward 74,1413,1907,100,78,2,2,1,1,26,100,3,0.55,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,3786,15961480,Ward 74,apartment
apartment,Ward 54,1089,1502,NA,NA,1,4,2,2,2,90,1,0.06,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1800,15963749,Ward 54,apartment
apartment,Ward 69,1449,2181,100,57,2,3,1,2,21,99,1,0.43,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,850,15966050,Ward 69,apartment
apartment,Ward 54,1453,2461,100,88,11,4,2,3,97,97,11,2,2,1,1,1,0,1,1,1,1,0,1,0,1,1,0,4900,15975351,Ward 54,apartment
loft,Ward 115,1493,3830,100,99,18,4,NA,3,189,97,6,3.8,2,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1023,15977357,Ward 115,loft
apartment,Ward 115,1451,1689,100,100,1,2,1,1,46,99,1,0.95,2,1,1,1,0,1,0,1,0,0,0,0,1,1,0,690,15978371,Ward 115,apartment
apartment,Ward 115,1379,1543,100,100,1,4,2,2,21,97,1,0.46,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,654,15986335,Ward 115,apartment
loft,Ward 83,1452,1500,NA,100,3,2,NA,2,1,100,3,0.02,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,950,15991870,Ward 83,loft
loft,Ward 115,1464,3393,100,100,5,4,2,2,29,95,5,0.59,2.5,1,1,1,1,1,1,0,1,0,0,0,0,1,0,2675,15991926,Ward 115,loft
apartment,Ward 55,1452,1499,100,100,1,4,2,2,47,93,1,0.97,2,1,0,0,1,0,1,1,0,0,0,0,1,1,0,699,15992762,Ward 55,apartment
apartment,Ward 54,1479,1500,NA,NA,1,5,3,3,1,NA,1,0.02,1.5,0,1,1,0,1,1,0,0,0,0,0,0,0,0,3200,15997786,Ward 54,apartment
apartment,Ward 55,1424,1500,33,0,3,4,2,2,2,100,3,0.04,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,670,15998193,Ward 55,apartment
apartment,Ward 115,1450,1866,100,80,1,3,1,2,16,99,1,0.33,1.5,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1500,16007212,Ward 115,apartment
apartment,Ward 59,1421,1507,100,70,8,2,NA,1,8,98,8,0.17,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,495,16010359,Ward 59,apartment
apartment,Ward 113,1466,2239,NA,100,1,2,1,1,24,98,1,0.49,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,480,16010841,Ward 113,apartment
apartment,Ward 23,1460,1498,80,0,1,6,3,3,39,90,1,0.8,4,0,1,1,0,0,1,1,0,0,0,1,1,1,0,5000,16011297,Ward 23,apartment
apartment,Ward 59,1316,1507,100,70,8,4,2,2,6,100,8,0.14,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,450,16012211,Ward 59,apartment
apartment,Ward 59,1448,1507,100,70,8,4,2,0,22,94,8,0.46,2,1,1,1,0,1,1,1,0,0,0,0,1,1,0,850,16012396,Ward 59,apartment
apartment,Ward 55,1409,1620,NA,0,1,2,1,1,3,100,1,0.06,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1500,16015181,Ward 55,apartment
apartment,Ward 54,1057,2139,100,100,4,2,1,1,12,98,1,0.34,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1600,16027085,Ward 54,apartment
apartment,Ward 15,1464,1608,50,0,1,2,1,1,6,93,1,0.12,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,700,16035414,Ward 15,apartment
apartment,Ward 57,1450,1784,100,91,1,4,NA,2,40,94,1,0.83,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,550,16035565,Ward 57,apartment
apartment,Ward 23,NA,1690,NA,NA,1,4,2,4,0,NA,1,NA,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3000,16037570,Ward 23,apartment
apartment,Ward 2,NA,1497,NA,NA,1,4,2,4,0,NA,1,NA,2,0,1,0,1,1,1,0,0,0,0,0,0,1,0,2466,16037740,Ward 2,apartment
apartment,Ward 115,1461,1794,100,100,1,4,2,2,32,100,1,0.66,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,2200,16045015,Ward 115,apartment
apartment,Ward 115,1493,1496,NA,NA,1,2,NA,1,1,NA,1,0.02,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1300,16050818,Ward 115,apartment
serviced_apartment,Ward 115,996,1320,97,95,323,2,1,1,35,92,225,1.05,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,2350,16058724,Ward 115,serviced_apartment
apartment,Ward 115,1480,1711,100,100,2,2,1,1,91,96,1,1.84,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,700,16059953,Ward 115,apartment
loft,Ward 115,1463,3392,100,100,5,4,2,2,10,100,5,0.2,2,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1728,16061487,Ward 115,loft
apartment,Ward 77,NA,1496,NA,NA,1,2,NA,1,0,NA,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1500,16062825,Ward 77,apartment
apartment,Ward 23,NA,1806,NA,NA,1,3,1,1,0,NA,1,NA,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1050,16063543,Ward 23,apartment
apartment,Ward 83,298,1500,NA,100,3,2,NA,1,1,100,3,0.1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,950,16063732,Ward 83,apartment
apartment,Ward 23,1390,1494,0,100,1,6,3,6,4,100,1,0.09,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2200,16067312,Ward 23,apartment
apartment,Ward 86,1460,2054,NA,NA,1,4,2,3,4,100,1,0.08,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,850,16075944,Ward 86,apartment
apartment,Ward 85,370,1494,33,33,2,4,2,3,2,100,1,0.16,2.5,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1650,16076593,Ward 85,apartment
apartment,Ward 54,1485,1493,100,100,4,2,1,1,15,96,4,0.3,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1000,16077428,Ward 54,apartment
apartment,Ward 77,1467,1494,0,0,1,3,1,2,34,98,1,0.69,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,880,16079231,Ward 77,apartment
apartment,Ward 64,723,1783,0,0,1,4,2,3,3,100,1,0.12,2,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1900,16085999,Ward 64,apartment
apartment,Ward 115,1435,1911,100,100,2,4,2,3,25,98,1,0.52,1.5,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1200,16091397,Ward 115,apartment
apartment,Ward 61,1415,1493,100,75,1,2,NA,1,13,100,1,0.28,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1000,16092669,Ward 61,apartment
apartment,Ward 54,699,2838,100,96,42,2,1,1,6,93,30,0.26,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1400,16099843,Ward 54,apartment
apartment,Ward 115,1458,2073,100,93,12,2,NA,1,109,98,10,2.24,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,2157,16103911,Ward 115,apartment
apartment,Ward 107,NA,1492,NA,NA,1,4,2,2,0,NA,1,NA,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1500,16104661,Ward 107,apartment
apartment,Ward 59,1451,1507,100,70,8,2,1,1,5,92,8,0.1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,550,16108663,Ward 59,apartment
apartment,Ward 115,1449,2160,100,95,23,2,NA,1,162,96,20,3.35,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1086,16110422,Ward 115,apartment
apartment,Ward 54,1329,1787,100,78,118,6,3,3,22,96,113,0.5,3,1,1,1,0,1,1,1,1,0,0,0,1,1,0,6466,16117560,Ward 54,apartment
apartment,Ward 62,1445,2271,86,33,3,2,1,1,4,90,1,0.08,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,900,16119103,Ward 62,apartment
apartment,Ward 57,1468,1494,100,0,1,2,1,1,13,95,1,0.27,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,800,16128553,Ward 57,apartment
apartment,Ward 77,1457,1480,NA,100,1,4,2,3,140,96,1,2.88,2,1,1,1,1,1,1,1,1,0,0,0,1,1,1,3707,16131662,Ward 77,apartment
apartment,Ward 115,1482,2470,93,94,9,4,2,3,91,95,5,1.84,2,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1563,16140539,Ward 115,apartment
apartment,Ward 64,1450,1967,90,85,3,4,1,1,47,97,2,0.97,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,885,16141819,Ward 64,apartment
apartment,Ward 61,1416,1489,NA,100,2,5,2,2,7,100,2,0.15,2,0,1,1,0,1,0,1,0,0,0,0,1,1,0,2725,16142067,Ward 61,apartment
apartment,Ward 58,1470,2573,100,88,2,2,NA,1,26,96,1,0.53,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,410,16142135,Ward 58,apartment
apartment,Ward 61,1424,1494,100,0,1,4,2,4,9,100,1,0.19,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,859,16142420,Ward 61,apartment
apartment,Ward 77,1452,1488,100,100,1,2,1,1,29,99,1,0.6,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,803,16154615,Ward 77,apartment
apartment,Ward 83,1432,2011,100,100,2,2,1,0,2,100,2,0.04,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,680,16156179,Ward 83,apartment
apartment,Ward 54,1411,2970,60,33,1,4,2,2,3,93,1,0.06,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,3114,16158890,Ward 54,apartment
loft,Ward 23,1463,2933,94,85,14,2,1,2,52,96,15,1.07,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,809,16159196,Ward 23,loft
apartment,Ward 73,1451,1486,100,0,1,2,1,1,3,60,1,0.06,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,790,16166342,Ward 73,apartment
apartment,Ward 107,1446,1486,NA,100,1,6,NA,5,1,80,1,0.02,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2000,16169334,Ward 107,apartment
apartment,Ward 115,1472,1486,100,100,1,2,1,1,66,90,1,1.34,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1950,16171234,Ward 115,apartment
apartment,Ward 115,1470,1486,100,100,0,4,2,4,75,94,1,1.53,2,0,1,1,1,1,1,1,1,0,0,0,1,0,0,3150,16171372,Ward 115,apartment
loft,Ward 115,1456,2237,NA,NA,2,2,1,1,70,97,1,1.44,1.5,0,1,1,1,1,1,0,1,0,0,1,0,0,0,2000,16173265,Ward 115,loft
apartment,Ward 77,1473,1794,100,100,1,2,NA,1,58,100,1,1.18,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,850,16174933,Ward 77,apartment
apartment,Ward 54,1446,1521,96,91,7,2,1,1,17,93,3,0.35,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,2399,16175295,Ward 54,apartment
apartment,Ward 73,NA,1486,NA,NA,1,2,1,1,0,NA,1,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,950,16180688,Ward 73,apartment
apartment,Ward 77,1439,2130,NA,100,1,4,2,2,84,98,1,1.75,2,1,1,1,0,1,1,1,0,0,1,0,1,1,0,2500,16181241,Ward 77,apartment
apartment,Ward 77,662,2028,0,NA,1,2,1,1,1,100,1,0.05,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,750,16184954,Ward 77,apartment
apartment,Ward 62,1440,1807,NA,95,4,2,1,1,42,100,3,0.87,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1242,16187930,Ward 62,apartment
apartment,Ward 115,1362,2575,100,98,10,2,1,1,88,94,11,1.94,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1000,16192345,Ward 115,apartment
apartment,Ward 115,1452,3706,100,91,1,2,1,2,39,93,1,0.81,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,786,16202903,Ward 115,apartment
apartment,Ward 77,1453,1555,NA,NA,1,4,2,2,3,100,1,0.06,1.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2000,16204270,Ward 77,apartment
apartment,Ward 54,1458,2881,100,94,1,2,1,1,64,99,1,1.32,1.5,1,1,0,0,1,1,1,1,0,0,0,1,0,0,786,16210462,Ward 54,apartment
apartment,Ward 59,590,1484,100,0,1,2,1,1,1,80,2,0.05,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,850,16210482,Ward 59,apartment
apartment,Ward 23,1150,2164,100,100,1,6,3,5,2,100,1,0.05,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2631,16222550,Ward 23,apartment
apartment,Ward 74,1471,2215,100,91,3,2,1,1,85,100,2,1.73,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,2850,16222627,Ward 74,apartment
apartment,Ward 103,1444,1608,89,100,5,5,2,4,30,98,5,0.62,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1000,16226312,Ward 103,apartment
apartment,Ward 55,1478,1482,NA,50,1,2,1,2,9,90,1,0.18,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,799,16226343,Ward 55,apartment
apartment,Ward 77,1454,2269,75,87,1,4,2,2,28,93,1,0.58,2.5,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1200,16232865,Ward 77,apartment
loft,Ward 77,1475,2417,100,95,5,3,1,2,96,94,2,1.95,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,550,16233520,Ward 77,loft
apartment,Ward 115,1453,1540,100,93,6,4,2,2,60,98,2,1.24,2,1,1,1,0,1,1,0,1,0,0,0,0,1,0,3000,16240286,Ward 115,apartment
apartment,Ward 54,1472,1973,80,99,7,2,NA,1,125,90,5,2.55,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1200,16244104,Ward 54,apartment
apartment,Ward 59,1431,1799,100,86,2,2,NA,1,62,97,1,1.3,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,571,16245922,Ward 59,apartment
apartment,Ward 54,1471,1973,80,99,7,2,NA,1,102,90,5,2.08,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1800,16247320,Ward 54,apartment
apartment,Ward 23,1453,1481,100,100,1,4,1,2,14,97,1,0.29,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1700,16252604,Ward 23,apartment
apartment,Ward 77,NA,2872,100,0,0,4,2,2,0,NA,1,NA,2,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1500,16262339,Ward 77,apartment
apartment,Ward 115,415,2193,38,89,12,2,1,0,2,90,11,0.14,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1850,16262632,Ward 115,apartment
apartment,Ward 64,1478,3746,100,83,1,5,2,3,11,88,1,0.22,2,0,1,0,0,0,1,1,0,0,0,0,1,1,0,558,16264915,Ward 64,apartment
serviced_apartment,Ward 115,824,2992,79,94,72,2,1,1,5,70,71,0.18,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,650,16266603,Ward 115,serviced_apartment
apartment,Ward 115,1466,2613,98,99,37,4,2,2,106,95,23,2.17,2,0,1,1,0,1,1,0,0,0,0,0,0,1,0,3600,16269849,Ward 115,apartment
apartment,Ward 60,1416,1479,NA,NA,1,4,2,3,1,NA,1,0.02,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,743,16272695,Ward 60,apartment
serviced_apartment,Ward 74,NA,1478,NA,NA,1,4,2,2,0,NA,1,NA,2.5,0,1,0,1,0,1,0,1,0,0,0,0,1,0,2200,16277461,Ward 74,serviced_apartment
apartment,Ward 77,1449,1479,100,94,3,2,NA,1,121,99,4,2.5,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,850,16279782,Ward 77,apartment
apartment,Ward 115,1435,2839,100,96,42,4,2,3,1,NA,30,0.02,2,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1300,16283844,Ward 115,apartment
apartment,Ward 77,986,2075,100,94,3,2,1,1,15,97,2,0.46,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1100,16291107,Ward 77,apartment
apartment,Ward 54,1347,1855,88,58,18,6,3,3,3,73,11,0.07,2.5,0,1,1,1,1,1,1,0,0,0,1,1,1,0,6000,16293807,Ward 54,apartment
apartment,Ward 83,1453,1482,100,50,1,4,2,4,7,97,1,0.14,3,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1336,16294330,Ward 83,apartment
apartment,Ward 107,1450,1544,100,100,15,2,1,1,2,90,9,0.04,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,740,16307418,Ward 107,apartment
apartment,Ward 115,1351,2432,NA,NA,1,3,2,2,5,100,1,0.11,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1800,16307904,Ward 115,apartment
apartment,Ward 54,1453,2111,100,100,1,4,2,2,57,97,1,1.18,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1900,16320608,Ward 54,apartment
apartment,Ward 64,1426,1777,100,100,2,4,2,3,19,89,2,0.4,2,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1543,16329054,Ward 64,apartment
apartment,Ward 64,1407,1777,100,100,2,4,2,3,15,93,2,0.32,2,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1629,16329226,Ward 64,apartment
apartment,Ward 61,1454,1475,100,NA,1,4,1,1,1,100,1,0.02,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,650,16330017,Ward 61,apartment
apartment,Ward 54,NA,1823,NA,NA,1,2,1,1,0,NA,1,NA,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,3000,16340032,Ward 54,apartment
apartment,Ward 70,NA,1474,NA,NA,2,4,4,1,0,NA,2,NA,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1200,16341326,Ward 70,apartment
apartment,Ward 115,907,1504,86,100,1,2,1,1,3,100,1,0.1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1500,16342820,Ward 115,apartment
apartment,Ward 115,1464,1677,100,88,2,2,1,1,80,96,1,1.64,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1100,16343282,Ward 115,apartment
serviced_apartment,Ward 115,1455,2992,79,94,72,2,1,1,28,87,71,0.58,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,650,16344040,Ward 115,serviced_apartment
apartment,Ward 113,NA,1474,NA,NA,1,3,1,2,0,NA,1,NA,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,750,16346066,Ward 113,apartment
apartment,Ward 23,1456,1605,100,75,1,4,2,3,20,96,1,0.41,2,1,1,0,0,1,1,1,0,0,0,1,1,1,0,900,16346468,Ward 23,apartment
apartment,Ward 54,1473,2153,57,50,1,2,1,1,2,100,1,0.04,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1600,16355850,Ward 54,apartment
apartment,Ward 23,NA,1500,NA,NA,2,4,2,3,0,NA,2,NA,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1300,16356661,Ward 23,apartment
apartment,Ward 115,1457,1775,67,70,1,6,3,3,68,96,1,1.4,2,0,1,1,0,1,1,1,0,0,0,0,1,1,0,2119,16359510,Ward 115,apartment
apartment,Ward 77,1451,1472,100,100,1,4,2,2,45,92,1,0.93,2,0,1,1,1,1,1,1,0,0,0,0,1,1,0,2746,16359999,Ward 77,apartment
apartment,Ward 115,1419,1477,95,94,11,4,2,2,101,98,8,2.13,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1580,16370911,Ward 115,apartment
apartment,Ward 115,1439,1803,100,50,1,4,2,2,11,96,1,0.23,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1000,16371248,Ward 115,apartment
apartment,Ward 115,1172,2614,100,100,3,2,1,1,66,94,3,1.69,1.5,0,1,1,1,1,1,1,1,0,0,0,0,1,0,2457,16371466,Ward 115,apartment
apartment,Ward 77,767,2243,98,97,32,2,1,1,5,100,21,0.2,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1681,16371525,Ward 77,apartment
apartment,Ward 77,1446,1786,100,78,1,2,NA,1,79,95,1,1.64,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1100,16373788,Ward 77,apartment
apartment,Ward 62,1125,1698,NA,100,1,4,2,2,7,97,1,0.19,2,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1850,16376104,Ward 62,apartment
apartment,Ward 54,719,1471,NA,NA,1,6,3,4,1,100,1,0.04,2,0,1,0,1,1,1,1,0,0,0,1,1,1,1,15675,16377753,Ward 54,apartment
